
length	num
9	1
8	5
8	1
8	6
9	8
7	2
8	2
7	3
7	5
8	1
8	5
7	5
9	4
8	1
11	2
11	1
9	3
8	5
8	7
9	1
13	1
9	3
15	5
9	3
8	2
10	2
8	2
9	4
7	9
8	6
8	4
8	3
10	4
8	6
12	1
9	1
8	3
11	1
13	5
10	1
8	12
7	4
8	5
7	32
10	2
9	1
17	2
9	1
8	1
7	5
7	2
9	3
10	1
8	2
10	1
8	2
7	4
8	7
13	1
14	3
16	1
9	3
7	5
15	3
8	1
9	2
8	7
7	3
9	6
8	10
9	2
7	2
9	8
7	1
10	4
10	1
7	6
7	5
9	2
9	2
12	1
9	2
8	1
8	2
9	2
8	7
8	1
7	6
7	6
7	3
8	3
11	1
9	2
9	1
10	2
8	4
8	5
9	7
8	1
8	5
8	1
9	6
7	7
9	6
14	1
7	22
8	2
13	2
8	25
8	1
8	5
7	3
13	1
10	4
8	1
8	8
10	1
9	2
8	4
9	1
8	6
11	1
8	6
8	13
10	1
8	1
15	3
8	6
8	1
8	2
8	1
10	1
7	2
9	1
8	1
8	7
8	6
9	1
8	1
9	3
8	1
9	1
10	4
9	5
8	6
9	3
8	2
8	5
16	3
8	1
8	1
9	1
14	2
8	7
11	1
40	1
8	4
7	5
8	6
11	1
7	17
8	3
9	3
9	2
8	3
29	1
9	9
8	4
24	1
7	10
7	4
13	2
14	1
19	3
15	2
9	2
8	2
9	4
8	4
15	2
9	2
7	5
9	1
13	1
10	4
8	11
15	1
8	1
9	1
10	1
8	2
10	2
23	1
7	4
8	5
37	1
8	2
8	4
9	1
9	2
7	5
10	2
8	1
35	7
10	1
9	1
10	1
16	1
8	5
10	1
10	4
8	4
11	4
8	2
7	24
8	2
9	1
8	5
9	2
7	6
8	4
8	7
8	6
8	3
9	1
18	2
8	2
9	5
8	6
25	7
8	4
7	4
8	3
8	8
8	3
15	1
8	7
8	3
10	2
8	1
8	2
8	2
7	4
8	3
8	1
9	2
8	8
9	3
9	3
9	2
8	5
9	1
7	2
7	3
8	6
8	10
7	18
8	4
16	1
8	5
10	1
6	18
7	2
7	9
8	2
9	1
7	1
9	1
7	4
8	2
11	1
7	11
12	3
8	3
7	5
9	2
7	3
8	1
8	12
21	7
9	1
9	3
9	2
9	5
13	1
9	1
7	6
9	1
12	3
9	2
8	2
14	1
8	4
8	4
9	2
8	3
7	2
8	5
8	1
11	1
12	5
8	5
10	1
9	1
7	19
13	3
9	2
8	6
8	4
8	3
8	3
8	1
8	2
14	7
7	5
10	1
8	2
9	2
9	2
8	6
8	5
7	4
13	1
10	4
18	1
10	3
8	3
32	1
19	1
8	6
9	6
8	1
9	1
10	1
10	3
11	1
9	8
8	1
8	5
9	2
13	1
8	5
7	8
12	1
8	4
7	16
8	5
11	2
10	7
9	1
9	1
8	2
8	6
9	1
7	2
7	5
9	3
8	4
7	2
9	4
8	2
7	2
8	6
7	4
11	4
8	1
11	3
8	1
8	1
8	7
8	6
14	2
8	1
8	2
10	2
8	2
8	5
8	1
9	2
12	2
7	5
9	5
10	2
8	2
9	1
10	2
8	4
10	1
8	4
8	1
8	4
9	2
8	5
7	16
8	1
10	3
8	4
8	1
10	3
8	1
7	5
11	3
9	4
8	3
8	3
7	1
8	1
7	2
9	1
8	4
13	1
7	4
8	6
7	4
8	1
10	7
12	2
7	3
8	3
8	5
12	5
8	8
15	4
9	2
8	4
9	3
7	4
8	4
9	2
13	1
16	1
8	4
10	3
8	8
8	3
8	4
8	1
8	11
8	4
9	2
17	1
7	2
9	1
11	7
9	4
11	2
9	1
9	3
8	4
9	1
11	1
14	3
10	1
8	2
8	7
10	1
8	5
8	2
8	4
7	3
9	4
9	1
9	1
9	1
8	2
8	2
7	1
10	2
8	1
9	4
14	6
11	1
8	1
14	1
8	2
10	5
22	2
7	3
7	28
10	4
9	3
8	2
9	3
9	1
8	8
13	1
8	2
10	1
7	1
9	1
10	1
13	3
8	2
14	1
7	3
8	2
8	1
7	4
21	2
8	1
9	1
8	1
7	1
7	4
9	2
8	2
8	2
7	3
14	2
7	2
10	16
9	1
7	1
9	1
9	1
9	2
8	4
8	3
9	4
7	3
7	8
8	6
7	3
16	7
7	4
8	4
8	2
13	1
7	2
7	3
19	2
8	4
8	1
10	1
7	1
8	1
8	3
10	1
9	3
9	1
10	1
10	1
8	2
9	18
8	4
9	4
8	3
8	6
7	24
9	8
8	10
8	5
8	4
8	2
7	6
8	4
8	7
7	2
12	3
8	2
9	1
8	2
14	1
9	1
11	2
10	4
9	2
8	5
8	3
7	1
9	2
10	1
8	3
9	4
9	7
8	4
18	3
9	2
8	5
8	2
8	1
15	1
9	2
8	3
9	2
8	5
8	9
10	3
9	2
8	2
8	4
8	3
8	3
9	1
8	3
10	2
9	3
10	1
8	6
7	6
7	4
9	1
8	3
7	8
7	8
8	1
8	5
8	4
7	1
9	1
8	9
8	1
7	4
8	2
8	1
8	1
8	2
9	1
8	8
8	6
10	1
11	2
8	4
10	5
9	3
26	11
8	5
8	7
7	4
9	5
11	1
9	4
10	1
9	1
9	2
8	2
9	1
8	2
8	2
10	3
8	6
8	5
7	3
9	3
7	10
9	1
10	2
8	2
11	1
7	20
8	2
8	2
13	1
8	7
8	6
8	2
9	1
9	2
8	1
9	2
8	2
8	4
9	6
9	1
8	2
8	7
17	2
7	1
11	1
12	6
9	2
9	1
10	4
8	4
8	3
8	1
9	9
9	4
7	17
9	3
7	4
8	4
9	1
8	2
8	3
9	1
9	2
8	8
9	5
9	2
8	2
12	3
8	4
8	1
7	7
7	2
10	1
9	1
8	10
10	2
8	2
8	6
8	4
9	3
8	3
8	9
8	1
8	6
10	2
8	1
8	2
9	6
12	1
10	2
7	24
7	3
7	4
10	2
8	2
9	2
7	6
8	4
10	1
7	4
10	2
9	1
8	3
13	3
9	4
8	8
13	4
7	18
8	8
8	5
7	5
17	1
10	1
10	1
9	2
10	1
10	1
9	2
15	1
8	4
8	7
9	1
10	2
9	1
11	2
7	4
8	3
10	1
25	5
8	8
8	3
7	7
13	1
7	3
9	3
9	7
7	2
10	2
9	1
9	1
9	1
18	1
8	5
13	3
7	3
8	4
8	6
15	1
8	4
8	1
8	1
8	8
8	8
8	2
8	5
8	2
8	4
7	3
8	5
8	1
9	8
12	2
8	4
8	5
8	4
9	4
8	2
8	1
8	4
8	3
8	5
7	4
8	8
9	3
7	5
9	2
19	3
9	3
9	10
8	3
20	3
8	2
7	4
9	3
9	1
11	1
9	1
8	9
9	1
7	4
10	2
8	8
8	4
8	2
8	1
8	1
9	1
9	1
13	2
8	2
16	1
7	1
7	5
9	1
8	1
8	5
10	2
8	2
7	5
10	1
8	4
10	1
8	6
9	1
9	5
9	2
10	1
24	1
9	1
8	7
9	2
9	2
7	4
8	4
8	2
6	18
7	6
7	2
8	3
7	4
14	1
7	3
7	4
10	3
10	2
7	4
7	9
8	2
7	14
9	1
17	3
10	1
8	6
7	3
9	1
7	1
7	3
8	4
8	1
8	1
8	7
8	8
19	1
9	2
7	10
8	6
8	1
12	2
7	1
8	1
9	3
8	1
8	3
15	1
9	9
8	3
9	9
8	1
13	1
10	5
8	5
8	5
9	2
8	1
10	1
20	7
8	6
13	1
8	2
8	8
10	1
10	1
11	6
9	3
8	1
7	4
7	5
9	2
21	1
7	3
9	2
8	2
13	1
8	2
7	16
7	6
8	3
8	6
9	2
17	1
9	3
10	2
7	21
8	5
8	1
8	8
7	3
8	1
10	1
10	1
7	4
8	4
10	1
7	3
9	6
9	1
10	1
12	1
8	4
11	7
8	15
11	6
10	3
10	3
14	1
10	1
7	6
10	2
8	1
10	4
18	3
10	1
7	1
8	1
9	9
9	22
8	3
7	23
11	1
14	2
8	6
8	5
9	1
9	1
8	2
10	1
8	6
7	1
9	2
7	4
8	6
8	4
8	1
8	4
9	1
10	2
8	8
9	3
8	1
8	2
8	6
8	4
9	1
7	4
7	1
9	1
7	5
18	1
8	2
8	5
9	1
8	1
9	1
8	2
11	1
9	2
8	7
8	3
9	5
9	5
9	5
8	1
8	5
7	6
9	1
7	23
8	1
8	6
8	3
8	5
8	5
9	1
9	1
8	6
10	1
8	9
9	8
9	1
9	2
8	2
8	3
9	1
9	1
13	1
8	5
8	1
7	1
8	1
10	2
23	1
8	4
8	2
7	5
8	6
8	8
9	4
9	1
7	17
8	1
16	3
8	4
8	6
8	5
12	1
7	2
8	2
8	1
8	5
7	5
9	2
9	1
8	2
8	2
9	4
7	5
8	4
8	6
7	4
8	1
8	4
9	4
8	1
8	5
9	1
8	6
8	4
8	4
12	1
9	1
15	1
8	2
8	3
8	3
8	4
7	4
8	5
8	1
8	3
7	4
10	1
8	1
8	5
9	1
8	1
12	4
8	2
7	2
7	6
8	2
24	3
10	1
8	5
11	1
8	8
10	3
8	3
8	25
8	6
9	5
8	2
9	1
9	2
8	1
7	7
13	4
8	1
19	2
9	1
7	1
8	7
8	6
7	3
10	3
7	5
8	6
8	3
9	3
7	5
9	3
9	6
7	3
9	1
8	7
13	1
7	2
7	19
9	5
9	1
9	2
7	5
10	5
7	18
8	2
8	5
8	1
19	1
8	1
10	1
8	1
20	1
9	1
8	3
11	1
8	1
9	1
13	2
21	1
8	3
10	1
9	7
8	4
7	1
12	1
7	3
8	2
7	4
8	1
23	2
9	2
8	3
9	2
10	2
19	2
26	10
9	2
9	3
9	2
7	1
8	5
7	2
12	7
8	3
9	4
7	3
9	1
8	5
15	1
8	4
15	1
9	1
9	5
7	9
8	5
10	3
7	6
8	2
8	2
7	4
8	5
7	4
7	2
10	1
8	2
7	2
9	5
10	2
8	3
8	1
9	1
8	3
12	4
8	2
8	2
7	4
9	3
8	1
10	1
10	5
8	1
8	2
8	8
9	2
7	4
15	1
7	4
7	6
8	5
9	1
8	4
8	4
8	4
8	4
9	2
8	6
9	8
8	5
10	7
8	7
8	8
8	4
8	3
7	9
13	1
9	2
11	1
9	1
7	3
8	5
8	1
7	3
7	6
8	2
11	5
7	2
12	1
8	4
9	1
7	4
9	2
11	1
9	1
16	1
7	14
8	4
7	4
8	5
8	2
7	5
9	3
8	5
9	3
8	5
7	2
12	4
8	7
11	1
8	3
11	1
8	6
7	11
10	2
8	7
8	1
11	1
7	1
9	4
10	2
7	1
10	1
8	6
8	5
7	6
9	1
8	4
8	2
8	4
7	5
9	3
8	2
8	4
10	2
8	8
8	3
7	5
11	1
17	1
34	1
8	2
7	2
7	6
9	1
8	4
17	2
7	2
9	6
9	1
8	3
8	4
10	4
15	1
11	1
10	4
7	5
7	4
8	3
8	3
8	1
7	1
8	1
10	1
9	2
8	1
9	3
9	6
9	2
9	1
9	1
8	1
9	2
7	2
8	4
11	1
8	10
10	1
8	1
8	6
8	2
11	1
10	1
8	1
7	6
7	7
11	2
9	1
8	4
8	7
8	5
7	5
10	1
7	4
10	2
7	3
7	4
7	5
8	1
19	1
7	4
11	2
9	1
7	5
9	2
8	1
15	5
7	5
9	2
9	2
9	2
8	1
9	1
8	2
13	3
7	2
7	5
8	6
7	4
8	5
8	7
8	1
8	1
7	3
9	1
9	9
8	1
7	2
9	7
8	2
8	2
7	20
10	1
7	3
10	1
14	1
9	2
12	3
8	1
7	5
8	10
8	4
7	5
9	1
7	9
7	4
8	2
7	5
7	5
9	6
9	4
10	1
15	1
11	1
10	1
8	1
7	5
12	3
10	3
9	2
10	4
7	7
10	2
8	9
8	4
9	5
9	1
8	2
9	1
8	2
9	3
9	3
8	5
9	4
8	3
8	1
10	1
15	2
10	1
9	2
8	2
7	3
8	6
8	6
9	1
7	3
10	1
9	2
9	7
8	6
11	2
7	3
8	5
22	1
8	5
13	2
8	10
9	3
9	1
9	11
8	1
8	5
8	1
7	8
10	1
9	1
8	5
10	3
9	3
8	2
11	2
9	3
8	1
16	1
9	3
10	1
10	1
10	1
7	5
9	1
14	1
9	2
8	1
11	1
8	1
8	2
10	1
7	4
8	1
8	2
9	1
8	1
8	3
8	6
7	2
8	5
8	1
21	2
8	4
9	4
9	4
17	6
7	3
8	2
8	3
7	1
7	5
8	2
7	2
7	6
11	4
8	5
8	3
7	1
8	6
10	4
10	1
15	1
8	3
10	3
10	2
8	6
8	8
7	3
7	1
9	1
9	2
11	1
10	5
8	4
9	2
7	12
8	1
9	5
8	1
11	1
9	3
9	2
7	4
8	1
7	4
17	2
8	1
10	1
9	2
10	1
11	1
9	4
8	2
8	1
8	2
8	7
11	1
7	19
8	2
8	5
9	2
9	1
8	4
9	3
16	1
9	1
12	1
8	3
8	5
8	4
8	1
11	6
12	4
13	2
7	1
7	4
8	7
9	1
8	5
9	1
8	1
8	4
9	3
9	1
7	5
10	1
8	3
8	6
9	1
8	5
7	18
7	6
8	2
8	3
8	5
8	1
7	6
7	3
9	2
10	2
19	6
8	9
9	1
9	4
9	2
8	2
9	2
7	4
8	4
31	4
8	1
8	2
8	7
9	1
8	1
8	2
9	2
19	1
9	2
7	8
8	4
7	14
8	2
9	3
8	19
8	3
9	3
7	5
8	1
10	3
8	1
9	2
8	4
9	1
7	5
7	5
7	4
8	4
8	6
8	2
9	1
8	6
8	3
8	5
9	2
7	3
9	3
10	1
14	1
7	3
9	7
9	3
9	2
8	1
8	2
8	5
9	1
9	2
7	25
7	13
8	6
9	1
11	3
8	4
9	1
8	1
8	3
8	4
8	2
18	1
10	1
9	4
7	2
9	2
9	8
8	2
8	3
13	3
13	5
8	3
8	4
14	1
11	1
9	1
8	7
7	4
9	2
7	5
8	6
10	8
7	6
7	3
8	9
7	4
9	9
16	1
9	6
7	6
8	6
10	2
8	2
10	2
13	1
8	8
9	2
8	10
8	4
7	4
9	2
8	3
8	5
8	6
9	2
8	6
8	1
8	5
10	3
9	2
8	3
7	4
9	2
8	5
7	4
9	2
8	4
7	5
10	6
7	22
9	3
16	2
13	2
7	3
9	2
17	3
8	8
8	1
10	1
14	1
8	1
7	7
8	8
8	4
8	2
7	4
8	6
7	5
8	1
7	5
8	3
9	7
9	3
7	5
14	1
8	3
7	2
9	4
9	1
7	6
9	1
12	1
7	8
8	1
10	1
12	1
9	8
8	4
8	3
8	11
9	3
8	4
8	1
8	2
8	8
8	3
16	1
7	4
10	1
13	3
8	5
7	6
8	4
8	3
9	2
8	3
7	3
9	1
8	10
8	6
9	3
15	2
8	5
7	2
8	2
8	1
8	1
19	1
7	3
7	3
8	6
8	8
7	2
9	4
8	6
9	4
11	2
7	7
7	2
8	10
8	6
9	2
32	2
16	1
11	1
8	2
9	1
8	2
8	2
7	2
9	1
7	1
8	3
10	2
27	2
7	13
8	10
7	6
8	8
10	1
9	5
7	3
7	3
8	1
9	1
11	1
8	4
8	1
7	5
8	1
7	3
17	1
7	5
7	5
13	1
7	2
8	7
7	1
9	1
8	5
8	4
8	1
11	2
14	1
8	1
7	2
8	2
8	6
7	2
11	2
9	1
7	4
9	6
9	1
9	6
29	1
8	3
8	2
7	1
9	1
8	1
11	2
14	2
14	4
8	1
8	3
8	7
8	8
9	3
9	3
9	1
8	2
8	2
9	2
9	3
9	1
8	5
8	1
9	1
11	1
9	7
8	7
8	6
8	1
8	1
8	8
7	4
8	3
8	5
7	7
8	8
9	1
16	5
8	3
9	1
12	2
10	1
7	28
9	1
7	5
8	1
14	13
11	1
9	1
8	7
8	7
12	1
12	2
14	1
9	1
7	4
7	5
8	1
8	1
10	1
7	19
8	3
8	9
11	3
8	8
7	2
7	2
14	8
8	3
8	1
8	4
7	1
7	5
8	4
18	1
12	1
11	1
7	5
8	12
8	6
7	3
8	5
8	1
8	6
9	1
9	8
12	1
7	4
15	1
7	4
8	2
28	1
7	5
7	2
9	1
8	1
8	6
8	6
8	1
8	3
9	3
8	1
8	2
8	2
9	1
10	3
7	2
34	1
10	1
9	2
7	27
10	2
9	2
8	2
9	2
9	6
8	5
7	3
8	6
8	8
8	4
20	2
8	1
10	2
8	4
23	1
8	5
9	1
10	4
8	4
8	2
7	5
7	2
8	5
8	1
8	5
8	6
7	2
9	3
12	1
8	1
9	2
9	1
9	2
9	1
8	4
7	5
8	4
8	6
9	1
10	3
8	9
11	5
8	3
8	6
9	1
10	1
9	1
8	1
8	8
9	5
8	5
8	5
17	5
7	2
7	7
9	1
8	7
8	1
7	8
7	6
8	1
8	3
9	1
8	3
8	7
8	6
11	2
7	1
11	1
11	1
8	1
8	1
9	1
7	3
7	27
7	19
8	1
7	18
8	1
9	1
11	1
9	3
8	1
7	4
13	1
8	3
9	1
8	2
9	4
10	2
9	3
8	1
9	1
8	6
8	3
8	2
7	6
9	2
7	28
8	3
7	2
7	3
10	1
8	4
8	1
7	2
8	1
11	5
10	2
8	1
11	1
8	1
9	1
8	1
10	1
9	3
9	5
7	34
8	1
8	1
8	1
10	1
10	1
9	1
7	2
9	1
8	5
9	1
8	6
7	4
8	4
8	21
8	8
14	4
8	1
9	1
8	3
9	2
9	2
7	10
7	5
9	5
8	8
8	2
14	1
9	2
9	2
8	3
9	2
8	3
8	4
9	2
15	1
8	4
9	1
9	1
9	1
9	1
8	2
7	2
8	3
7	2
7	2
21	3
7	7
9	8
14	1
8	2
9	3
13	8
8	3
10	1
8	8
7	1
8	2
10	2
9	1
9	1
16	1
8	2
8	3
9	4
12	1
9	1
13	2
8	7
9	5
9	7
8	7
18	4
7	4
8	1
8	1
12	1
9	3
9	1
15	1
7	5
8	2
11	2
11	6
9	5
9	3
8	4
10	1
8	1
8	1
8	5
9	1
8	2
18	2
7	13
8	2
8	7
8	5
12	1
9	1
8	5
8	1
11	4
9	1
7	6
7	2
8	1
9	3
8	1
8	6
8	2
7	6
7	3
10	1
8	7
8	5
9	2
13	5
8	4
8	2
7	22
8	6
7	19
8	2
8	4
8	4
8	1
8	2
12	6
8	1
8	6
8	5
8	5
7	18
9	3
14	2
7	4
7	17
14	2
7	7
24	4
7	2
7	2
8	6
9	1
10	3
8	2
8	2
13	4
9	1
8	5
7	7
8	8
7	4
8	8
8	7
8	3
11	1
8	3
8	3
8	5
8	9
9	5
8	1
8	3
9	2
10	4
8	2
12	2
8	6
7	23
9	1
9	4
11	1
10	2
8	8
7	6
7	1
7	6
8	5
8	2
8	6
9	6
10	4
8	1
10	1
9	1
10	1
13	5
8	1
9	4
12	1
7	4
7	3
8	2
9	3
8	1
20	1
8	1
7	4
8	4
8	1
10	2
9	7
9	3
9	5
9	1
8	1
8	1
9	1
10	7
17	1
8	1
8	2
9	1
8	5
8	5
9	1
7	3
8	2
11	9
8	1
8	3
10	7
10	1
9	2
7	3
7	4
8	4
7	7
7	24
8	2
7	4
7	1
11	1
9	1
8	2
8	2
8	1
14	1
8	5
8	2
7	5
9	5
8	5
9	4
7	2
8	2
10	1
9	1
7	3
7	2
8	2
8	5
8	3
8	4
9	2
8	9
7	4
8	5
12	6
11	4
11	1
8	1
9	3
8	6
8	8
9	2
8	6
8	7
9	1
7	2
8	4
7	2
9	6
7	1
9	7
13	2
8	4
7	2
9	1
8	7
7	5
12	1
8	1
9	5
11	1
8	7
8	4
10	2
9	3
11	1
17	2
9	2
8	1
8	2
8	1
7	6
10	5
13	1
8	2
21	9
8	7
8	5
8	3
9	1
8	8
8	2
8	3
8	1
8	4
10	2
7	7
7	4
11	6
11	1
9	4
7	6
12	1
9	3
8	3
9	1
14	1
7	1
7	1
8	5
7	3
7	3
8	2
7	1
8	2
7	2
8	3
8	1
16	1
8	3
8	3
7	5
7	6
9	1
8	7
9	1
8	1
7	6
8	1
15	1
9	2
14	1
9	1
9	5
8	6
8	7
9	3
9	2
10	1
9	8
8	2
17	1
7	2
8	1
8	2
9	1
8	4
9	1
9	4
12	1
9	2
8	7
10	5
8	1
14	3
8	6
7	3
8	2
8	1
9	21
22	1
8	4
7	3
14	3
8	3
7	5
10	6
8	4
8	4
7	2
8	1
8	3
9	1
8	1
8	4
8	10
8	4
9	2
10	10
16	2
13	1
9	6
9	4
8	2
7	1
8	1
16	2
8	1
9	2
7	5
13	1
8	2
8	4
10	1
11	1
8	1
9	2
11	1
8	8
9	2
7	4
12	2
11	1
9	1
9	1
8	3
8	5
8	5
9	1
8	1
8	1
8	7
7	4
6	14
8	7
11	2
8	11
15	7
8	10
15	1
8	2
20	1
8	1
9	1
8	1
7	6
8	3
9	2
8	7
12	2
8	2
7	1
7	15
8	1
8	2
8	3
12	2
14	1
8	1
7	4
10	1
11	1
9	2
10	10
9	7
8	1
15	1
8	4
9	1
8	5
10	1
8	6
8	2
9	2
8	4
10	5
8	1
8	3
9	5
13	1
10	1
8	3
9	1
8	5
8	7
8	4
9	1
10	1
9	3
8	1
9	2
8	4
8	1
25	3
9	1
7	2
9	3
10	1
9	5
9	1
7	13
10	2
8	2
7	7
8	7
8	3
11	1
8	4
8	6
9	6
9	3
9	1
9	1
9	1
9	1
7	7
9	9
7	3
8	7
9	2
9	1
10	1
23	2
8	1
8	1
9	2
9	6
7	5
8	5
12	1
7	3
9	3
8	2
8	6
8	1
7	5
7	4
8	4
8	3
8	1
8	8
8	1
7	2
20	3
7	26
7	3
8	3
8	3
8	3
7	6
9	2
7	5
8	1
7	3
9	1
8	1
8	1
8	6
10	1
12	5
8	3
9	2
8	9
10	1
9	4
8	3
17	1
9	6
8	7
7	4
8	5
9	1
7	2
8	1
9	1
8	1
8	1
8	7
8	2
8	1
10	2
9	4
9	8
8	9
7	5
11	1
10	1
9	2
10	2
18	1
9	4
8	5
10	5
16	1
16	5
9	7
34	4
9	1
8	1
8	1
11	2
9	2
9	1
8	6
8	4
8	1
13	4
8	10
11	5
8	5
9	1
8	1
8	1
9	1
11	1
9	2
8	3
10	1
10	3
8	5
24	6
9	1
8	1
9	8
8	6
8	1
8	5
8	5
8	4
7	2
7	5
8	1
8	5
8	2
16	2
9	1
8	2
7	6
9	2
8	1
9	6
14	3
8	3
16	5
10	2
8	6
10	9
8	6
9	1
9	5
8	6
22	6
18	1
13	3
11	2
10	4
9	1
8	1
8	5
8	4
10	1
9	1
8	4
7	3
8	1
8	1
9	3
14	1
7	20
16	1
8	8
9	1
35	1
8	6
9	2
8	4
8	1
8	4
8	3
8	5
8	8
8	7
9	1
7	3
7	1
8	4
8	6
7	13
8	1
8	3
9	3
7	2
7	20
13	4
8	5
19	1
8	7
8	5
8	8
7	6
8	8
10	5
10	1
10	1
8	6
7	2
8	4
10	1
7	3
9	8
7	4
8	6
29	1
8	1
12	1
7	5
9	1
9	1
8	1
length	num
7	4
9	2
9	5
7	5
9	1
7	6
9	2
19	2
8	3
9	1
8	4
8	1
13	1
9	2
8	2
8	2
22	6
7	2
9	3
7	3
7	2
7	3
10	9
9	1
7	4
8	7
19	2
8	1
8	4
9	2
8	3
8	3
8	5
8	1
9	2
10	2
7	4
7	9
7	4
9	1
12	2
10	1
7	11
9	1
8	5
9	1
8	2
13	3
8	1
7	2
8	8
9	3
9	1
10	2
9	1
13	2
8	5
10	1
8	3
9	4
15	3
9	1
8	6
7	3
8	7
10	1
8	2
8	3
22	1
9	4
7	2
10	1
7	1
8	2
16	1
9	4
8	5
9	1
8	1
8	3
9	8
9	1
11	1
9	7
9	1
9	6
8	1
9	7
9	1
20	3
8	4
8	3
12	2
10	1
7	5
8	1
9	2
8	20
7	2
10	1
8	2
8	3
9	3
9	1
9	2
8	2
8	5
8	8
9	3
13	2
8	1
7	6
8	1
13	1
8	4
7	5
9	3
9	1
11	3
8	1
8	1
7	5
7	3
14	1
8	5
9	1
8	3
8	2
10	1
8	3
8	6
9	1
8	9
8	1
8	6
8	6
10	1
8	3
8	5
8	2
8	2
10	2
9	4
9	2
8	2
8	4
8	5
7	20
10	1
9	1
9	2
12	1
9	2
9	9
9	1
7	1
8	2
12	3
8	3
10	6
9	1
8	4
8	5
8	6
9	1
7	3
10	1
8	7
13	1
9	5
8	2
8	5
28	1
9	2
8	8
8	6
9	6
11	1
7	6
8	1
11	2
9	2
7	3
9	2
7	3
8	1
9	2
9	8
8	1
8	1
7	5
8	5
8	1
8	7
8	2
8	4
6	18
7	2
8	2
11	1
7	8
7	3
9	7
8	7
8	3
7	7
9	1
10	2
9	2
8	9
12	1
7	3
8	1
9	1
8	8
11	1
7	3
7	1
8	3
10	2
12	4
8	6
8	3
10	1
10	1
8	3
9	3
7	3
8	3
11	2
9	4
9	3
8	4
9	2
8	7
8	1
9	3
9	2
11	2
8	3
7	4
9	1
8	4
7	4
9	1
9	2
8	5
11	1
8	4
9	25
8	6
10	2
8	2
11	3
11	1
8	2
8	1
9	1
8	1
8	8
16	3
8	9
8	1
10	2
8	18
8	1
8	6
10	2
7	2
10	6
7	3
8	9
8	5
8	7
14	1
9	1
16	1
8	3
10	2
9	1
8	2
9	1
7	6
8	8
8	7
8	1
9	5
10	2
8	6
8	10
10	1
8	2
8	5
9	1
7	8
38	2
7	5
11	1
8	1
8	7
9	2
9	17
10	7
8	1
18	1
8	3
10	1
7	5
7	1
9	2
9	9
9	1
8	5
8	2
11	1
11	1
8	2
7	7
8	5
14	2
8	6
9	1
8	3
8	1
8	1
9	2
7	8
11	2
9	2
7	6
9	1
9	1
9	6
9	3
9	5
7	4
16	6
8	6
14	1
7	5
8	1
10	1
8	2
24	3
11	2
8	1
9	1
8	3
7	4
8	5
7	23
10	4
7	2
7	1
9	3
10	1
8	1
9	2
7	6
7	6
7	3
7	4
7	3
7	4
12	4
7	3
12	1
9	2
8	1
8	2
8	4
20	2
7	15
8	6
9	7
9	1
7	2
8	1
8	5
8	7
8	5
7	4
7	2
9	3
10	1
9	4
8	2
7	4
9	1
8	4
9	4
9	1
9	2
9	6
8	3
8	7
10	1
8	2
9	3
7	3
8	5
8	5
8	3
15	1
10	6
7	7
8	1
9	1
8	1
8	2
8	6
19	1
8	5
19	4
8	7
11	1
9	6
8	2
8	1
8	5
23	1
13	1
9	1
8	3
9	1
8	8
8	5
7	5
7	4
11	2
7	18
8	6
8	4
7	3
8	4
7	25
10	2
8	5
12	3
10	1
9	3
8	4
20	2
7	2
7	5
8	1
8	3
8	1
8	8
8	4
12	1
9	1
8	5
9	4
8	1
9	3
11	1
10	1
7	3
8	2
7	6
8	1
8	4
9	1
9	4
8	1
8	3
8	1
11	2
8	22
10	1
9	5
9	1
7	3
12	1
9	1
9	1
8	8
8	2
10	1
8	6
8	6
11	1
7	1
9	8
7	2
8	3
7	3
9	3
7	4
8	4
11	1
16	6
11	2
8	1
10	2
9	2
8	2
10	1
9	1
9	1
15	4
21	4
10	2
8	8
9	1
7	22
8	1
8	1
9	6
7	4
9	2
9	1
9	1
8	2
9	2
8	7
7	3
10	1
9	1
8	3
7	19
7	2
7	5
8	3
11	2
9	1
7	3
8	1
15	2
8	7
8	1
7	8
19	1
9	1
9	1
7	5
10	1
9	5
7	17
11	1
8	1
7	4
10	1
9	1
9	1
9	2
8	10
9	1
24	8
8	3
11	1
8	7
7	16
7	2
20	6
15	1
10	1
8	1
8	2
11	1
10	4
7	6
8	2
8	4
9	5
8	1
8	5
8	1
10	5
13	2
14	1
8	1
7	3
9	1
8	2
9	1
7	4
16	1
7	5
8	2
18	1
8	2
7	4
8	1
8	5
14	1
8	1
7	8
7	4
9	2
10	1
28	4
8	3
8	1
11	1
7	3
9	2
7	6
8	1
8	6
9	2
7	4
8	1
22	1
8	7
13	1
14	2
8	6
20	8
8	3
8	1
9	4
9	2
8	1
8	7
7	6
9	2
10	5
9	2
7	3
8	1
9	2
9	3
11	1
9	5
7	2
9	2
14	1
9	4
9	2
8	8
7	6
9	2
8	6
9	2
8	3
8	1
7	3
10	1
8	3
7	7
8	2
22	1
11	1
9	2
7	4
7	4
8	7
8	6
9	2
7	4
8	3
8	4
8	4
10	1
7	4
15	2
7	5
7	2
27	1
8	1
9	5
9	1
7	5
21	5
10	6
32	2
8	16
7	4
7	3
9	2
14	1
11	1
16	2
8	1
8	2
8	1
8	1
7	7
9	5
8	5
14	3
7	6
8	11
8	4
7	2
9	1
9	1
8	1
8	8
7	4
8	7
9	3
7	2
